nucleo_sub_regional,local_recolha,data,hora,t_ar_c,hr_pct,especie,grupo,hcv
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-14,16:05,27.8,41.9,Esteva,Matos mediterrânicos,0.55
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-14,16:05,27.8,41.9,Carrasco,Matos mediterrânicos,0.68
Douro,Lamares - Vila Real,2020-09-14,14:10,27.0,38.0,Carqueja,Matos atlânticos,0.78
Douro,Lamares - Vila Real,2020-09-14,14:10,27.0,38.0,Urze,Matos atlânticos,0.99
AML e Alentejo Litoral,Monsanto - Lisboa,2020-09-14,14:21,24.0,53.0,Carrasco,Matos mediterrânicos,0.75
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-14,14:38,26.7,50.4,Urze,Matos atlânticos,0.43
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-14,14:38,26.7,50.4,Tojo,Matos atlânticos,0.67
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-14,14:40,29.6,33.0,Esteva,Matos mediterrânicos,0.722
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-14,14:40,29.6,33.0,Giesta,Giestais,1.016
AML e Alentejo Litoral,Faro,2020-09-14,,,,Esteva,Matos mediterrânicos,0.417
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-15,15:00,28.7,39.5,Tojo,Matos atlânticos,0.38
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-15,15:00,28.7,39.5,Esteva,Matos mediterrânicos,0.6
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-15,15:30,24.6,41.0,Carqueja,Matos atlânticos,0.771
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-15,15:30,24.6,41.0,Urze,Matos atlânticos,0.683
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-15,15:30,24.6,41.0,Herbáceas,Herbáceas,0.32
Médio Tejo e Lezíria do tejo,Santarém,2020-09-15,15:40,29.5,38.6,Tojo,Matos atlânticos,0.75
Médio Tejo e Lezíria do tejo,Santarém,2020-09-15,15:40,29.5,38.6,P. bravo,Pinhais,1.49
Alto Minho e Cávado,Vile - Caminha,2020-09-15,14:30,24.8,,Carqueja,Matos atlânticos,0.8
Alto Minho e Cávado,Vile - Caminha,2020-09-15,14:30,24.8,,Urze,Matos atlânticos,0.64
Alto Minho e Cávado,Vile - Caminha,2020-09-15,14:30,24.8,,Tojo,Matos atlânticos,1.12
AML e Alentejo Litoral,Faro,2020-09-16,,,,Esteva,Matos mediterrânicos,0.433
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-21,15:30,28.4,49.2,Esteva,Matos mediterrânicos,0.6555
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-21,15:30,28.4,49.0,Carrasco,Matos mediterrânicos,0.706
AML e Alentejo Litoral,Monsanto - Lisboa,2020-09-21,14:25,25.0,46.0,Carrasco,Matos mediterrânicos,0.8546
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-21,14:34,24.5,55.2,Urze,Matos atlânticos,0.5213
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-21,14:34,24.5,55.0,Tojo,Matos atlânticos,0.6338
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-21,14:40,26.1,44.2,Esteva,Matos mediterrânicos,0.99
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-21,14:40,26.1,44.2,Giesta,Giestais,0.95
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-22,14:00,27.6,44.6,Tojo,Matos atlânticos,0.73
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-22,14:00,27.6,44.6,Esteva,Matos mediterrânicos,0.89
Médio Tejo e Lezíria do tejo,Santarém,2020-09-22,13:20,24.1,53.5,Tojo,Matos atlânticos,0.79
Médio Tejo e Lezíria do tejo,Santarém,2020-09-22,13:20,24.1,53.5,P. bravo,Pinhais,1.65
"Aveiro, Viseu e Dão Lafões",,2020-09-22,,,,P. bravo,Pinhais,1.76
"Aveiro, Viseu e Dão Lafões",,2020-09-22,,,,Eucalipto,Outro,1.32
"Aveiro, Viseu e Dão Lafões",,2020-09-22,,,,Urze,Matos atlânticos,0.91
"Aveiro, Viseu e Dão Lafões",,2020-09-22,,,,Tojo,Matos atlânticos,1.22
"Aveiro, Viseu e Dão Lafões",,2020-09-23,,,,P. bravo,Pinhais,2.23
"Aveiro, Viseu e Dão Lafões",,2020-09-23,,,,Eucalipto,Outro,1.08
"Aveiro, Viseu e Dão Lafões",,2020-09-23,,,,Urze,Matos atlânticos,1.29
"Aveiro, Viseu e Dão Lafões",,2020-09-23,,,,Tojo,Matos atlânticos,1.63
"Aveiro, Viseu e Dão Lafões",,2020-09-24,,,,P. bravo,Pinhais,1.73
"Aveiro, Viseu e Dão Lafões",,2020-09-24,,,,Eucalipto,Outro,1.32
"Aveiro, Viseu e Dão Lafões",,2020-09-24,,,,Urze,Matos atlânticos,0.85
"Aveiro, Viseu e Dão Lafões",,2020-09-24,,,,Tojo,Matos atlânticos,1.16
"Aveiro, Viseu e Dão Lafões",,2020-09-25,,,,P. bravo,Pinhais,1.73
"Aveiro, Viseu e Dão Lafões",,2020-09-25,,,,Eucalipto,Outro,1.12
"Aveiro, Viseu e Dão Lafões",,2020-09-25,,,,Urze,Matos atlânticos,0.85
"Aveiro, Viseu e Dão Lafões",,2020-09-25,,,,Tojo,Matos atlânticos,1.06
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2020-09-28,14:07,23.7,35.5,Urze,Matos atlânticos,0.85
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2020-09-28,14:07,23.7,35.5,Carqueja,Matos atlânticos,0.77
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2020-09-28,14:07,23.7,35.5,P. bravo,Pinhais,1.58
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-28,12h50,24.7,54.2,Esteva,Matos mediterrânicos,0.816
AML e Alentejo Litoral,Arrábida - Setúbal,2020-09-28,12h50,24.7,54.2,Carrasco,Matos mediterrânicos,0.7293
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-28,13:20,27.0,34.5,Tojo,Matos atlânticos,0.85
Médio Tejo e Lezíria do tejo,Chamusca,2020-09-28,13:20,27.0,34.5,Esteva,Matos mediterrânicos,0.92
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-28,14:00,25.8,37.2,Carqueja,Matos atlânticos,0.75
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-28,14:00,25.8,37.2,Urze,Matos atlânticos,0.91
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2020-09-28,14:00,25.8,37.2,Herbáceas,Herbáceas,0.27
Douro,Lamares - Vila Real,2020-09-28,14h15,24.2,30.0,Carqueja,Matos atlânticos,0.85
AML e Alentejo Litoral,Monsanto - Lisboa,2020-09-28,14h22,25.0,50.0,Carrasco,Matos mediterrânicos,0.8035
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-28,14h17,22.2,57.9,Urze,Matos atlânticos,0.5578
AML e Alentejo Litoral,Ouressa - Sintra,2020-09-28,14h17,22.2,58.0,Tojo,Matos atlânticos,0.6109
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-28,14h15,29.6,26.9,Esteva,Matos mediterrânicos,0.994
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-09-28,14h15,29.6,26.9,Giesta,Giestais,0.891
Médio Tejo e Lezíria do tejo,Santarém,2020-09-28,14:00,28.0,36.0,Tojo,Matos atlânticos,0.8
Médio Tejo e Lezíria do tejo,Santarém,2020-09-28,14:00,28.0,36.0,P. bravo,Pinhais,1.55
Douro,Lamares - Vila Real,2020-09-28,14h15,24.2,30.0,Urze,Matos atlânticos,0.84
"Aveiro, Viseu e Dão Lafões",,2020-09-28,,,,P. bravo,Pinhais,1.64
"Aveiro, Viseu e Dão Lafões",,2020-09-28,,,,Eucalipto,Outro,1.03
"Aveiro, Viseu e Dão Lafões",,2020-09-28,,,,Urze,Matos atlânticos,0.8
"Aveiro, Viseu e Dão Lafões",,2020-09-28,,,,Tojo,Matos atlânticos,1.22
"Aveiro, Viseu e Dão Lafões",,2020-09-29,,,,P. bravo,Pinhais,1.64
"Aveiro, Viseu e Dão Lafões",,2020-09-29,,,,Eucalipto,Outro,0.975
"Aveiro, Viseu e Dão Lafões",,2020-09-29,,,,Urze,Matos atlânticos,0.86
"Aveiro, Viseu e Dão Lafões",,2020-09-29,,,,Tojo,Matos atlânticos,1.41
Alto Minho e Cávado,Vile - Caminha,2020-09-29,14:00,24.0,54.0,Carqueja,Matos atlânticos,0.81
Alto Minho e Cávado,Vile - Caminha,2020-09-29,14:00,24.0,54.0,Urze,Matos atlânticos,0.75
AML e Alentejo Litoral,Arrábida - Setúbal,2020-10-06,13:35,28.4,56.9,Esteva,Matos mediterrânicos,0.7013
AML e Alentejo Litoral,Arrábida - Setúbal,2020-10-06,13:35,28.4,56.9,Carrasco,Matos mediterrânicos,0.7379
Médio Tejo e Lezíria do tejo,Chamusca,2020-10-06,13:30,28.5,47.0,Tojo,Matos atlânticos,0.74
Médio Tejo e Lezíria do tejo,Chamusca,2020-10-06,13:30,28.5,47.0,Esteva,Matos mediterrânicos,0.95
AML e Alentejo Litoral,Monsanto - Lisboa,2020-10-06,14:22,24.0,68.0,Carrasco,Matos mediterrânicos,0.7817
AML e Alentejo Litoral,Ouressa - Sintra,2020-10-06,14:46,24.6,55.4,Urze,Matos atlânticos,0.5044
AML e Alentejo Litoral,Ouressa - Sintra,2020-10-06,14:46,24.6,55.0,Tojo,Matos atlânticos,0.5675
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-10-06,14:15,27.5,43.0,Esteva,Matos mediterrânicos,1.061
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-10-06,14:15,27.5,43.0,Giesta,Giestais,0.977
Médio Tejo e Lezíria do tejo,Santarém,2020-10-06,13:00,30.0,43.0,Tojo,Matos atlânticos,0.94
Médio Tejo e Lezíria do tejo,Santarém,2020-10-06,13:00,30.0,43.0,P. bravo,Pinhais,1.49
AML e Alentejo Litoral,Arrábida - Setúbal,2020-10-12,15:30,25.2,30.8,Esteva,Matos mediterrânicos,0.5857
AML e Alentejo Litoral,Arrábida - Setúbal,2020-10-12,15:30,25.2,31.0,Carrasco,Matos mediterrânicos,0.7256
Médio Tejo e Lezíria do tejo,Chamusca,2020-10-12,14:00,23.0,26.0,Tojo,Matos atlânticos,0.69
Médio Tejo e Lezíria do tejo,Chamusca,2020-10-12,14:00,23.0,26.0,Esteva,Matos mediterrânicos,0.92
Douro,Lamares - Vila Real,2020-10-12,14:26,18.6,35.0,Carqueja,Matos atlânticos,0.79
Douro,Lamares - Vila Real,2020-10-12,14:26,18.6,35.0,Urze,Matos atlânticos,0.89
AML e Alentejo Litoral,Monsanto - Lisboa,2020-10-12,14:15,22.0,26.0,Carrasco,Matos mediterrânicos,0.766
AML e Alentejo Litoral,Ouressa - Sintra,2020-10-12,13:49,24.2,33.1,Urze,Matos atlânticos,0.5058
AML e Alentejo Litoral,Ouressa - Sintra,2020-10-12,13:49,24.2,33.0,Tojo,Matos atlânticos,0.495
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-10-12,14:25,22.0,26.0,Esteva,Matos mediterrânicos,0.993
"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,2020-10-12,14:25,22.0,26.0,Giesta,Giestais,0.87
Médio Tejo e Lezíria do tejo,Santarém,2020-10-12,14:40,24.5,25.0,Tojo,Matos atlânticos,0.77
Médio Tejo e Lezíria do tejo,Santarém,2020-10-12,14:40,24.5,25.0,P. bravo,Pinhais,1.59
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2020-10-12,14:15,22.8,26.0,P. bravo,Pinhais,1.3
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2020-10-12,14:45,22.8,26.0,Esteva,Matos mediterrânicos,0.9
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2020-10-12,14:45,22.8,26.0,Urze,Matos atlânticos,0.85
Alto Minho e Cávado,Vile - Caminha,2020-10-13,14:00,23.3,54.0,Carqueja,Matos atlânticos,0.78
Alto Minho e Cávado,Vile - Caminha,2020-10-13,14:00,23.3,54.0,Urze,Matos atlânticos,0.84
Alto Minho e Cávado,Vile - Caminha,2020-10-13,14:00,23.3,54.0,Tojo,Matos atlânticos,1.07
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-01-12,14:15,12.0,35.0,P. bravo,Pinhais,1.28
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-01-12,14:45,12.0,35.0,Esteva,Matos mediterrânicos,1.17
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-01-12,14:45,12.0,35.0,Urze,Matos atlânticos,0.62
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-02-16,14:15,17.0,77.0,P. bravo,Pinhais,1.34
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-02-16,14:45,15.0,68.0,Esteva,Matos mediterrânicos,1.35
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-02-16,14:45,15.0,68.0,Urze,Matos atlânticos,1.0
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-03-18,14:15,17.0,44.0,P. bravo,Pinhais,1.19
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-03-18,14:45,18.0,40.0,Esteva,Matos mediterrânicos,1.23
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-03-18,14:45,18.0,40.0,Urze,Matos atlânticos,1.17
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-04-03,14:30,20.4,35.6,Esteva,Matos mediterrânicos,1.4
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-04-03,:30,20.4,35.6,Giesta,Giestais,1.906
AML e Alentejo Litoral,Ouressa - Sintra,2021-04-12,13:16,18.3,63.2,Urze,Matos atlânticos,1.31
AML e Alentejo Litoral,Ouressa - Sintra,2021-04-12,13:16,18.3,63.0,Tojo,Matos atlânticos,2.0
AML e Alentejo Litoral,Arrábida - Setúbal,2021-04-12,14:30,22.9,50.3,Esteva,Matos mediterrânicos,1.55
AML e Alentejo Litoral,Arrábida - Setúbal,2021-04-12,14:30,22.9,50.0,Carrasco,Matos mediterrânicos,1.65
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-04-14,14:15,20.0,55.0,P. bravo,Pinhais,1.16
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-04-14,14:45,21.0,53.0,Esteva,Matos mediterrânicos,1.27
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-04-14,14:45,21.0,53.0,Urze,Matos atlânticos,1.14
Douro,Lamares - Vila Real,2021-04-16,14:20,14.5,33.4,Carqueja,Matos atlânticos,1.33
Douro,Lamares - Vila Real,2021-04-16,14:20,14.5,33.4,Urze,Matos atlânticos,1.0
Douro,Lamares - Vila Real,2021-04-16,14:20,14.5,33.4,Herbáceas,Herbáceas,0.41
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-04-19,14:30,20.1,54.5,Esteva,Matos mediterrânicos,1.42
